Sexo;Idade;Raça;Escolaridade;Rendimento mensal;Horas trabalhadas por semana;Região do domicílio;Número de pessoas no domicílio
Mulher;55;Parda;Superior completo;3000;44;Urbana;3
Mulher;28;Branca;Fundamental completo ou equivalente;150;12;Urbana;4
Mulher;49;Branca;Médio completo ou equivalente;2800;44;Urbana;5
Mulher;45;Parda;Médio completo ou equivalente;2500;35;Urbana;5
Mulher;39;Parda;Médio completo ou equivalente;1045;44;Urbana;6
Mulher;48;Parda;Superior completo;12000;30;Urbana;3
Homem;19;Branca;Médio completo ou equivalente;1045;44;Urbana;4
Mulher;35;Parda;Médio incompleto ou equivalente;1045;40;Rural;4
Homem;38;Parda;Fundamental incompleto ou equivalente;1045;40;Rural;3
Mulher;21;Preta;Superior completo;930;30;Urbana;6
Homem;45;Parda;Médio completo ou equivalente;2170;44;Urbana;1
Homem;42;Branca;Fundamental completo ou equivalente;3800;40;Urbana;2
Mulher;40;Parda;Superior completo;3500;35;Urbana;3
Homem;25;Parda;Superior incompleto ou equivalente;1045;44;Urbana;3
Homem;45;Parda;Médio completo ou equivalente;2400;40;Urbana;4
Homem;34;Parda;Fundamental incompleto ou equivalente;2500;40;Urbana;5
Mulher;34;Branca;Superior completo;8000;36;Urbana;2
Homem;21;Branca;Médio completo ou equivalente;1000;40;Rural;3
Homem;28;Preta;Médio completo ou equivalente;300;20;Urbana;6
Mulher;48;Branca;Médio completo ou equivalente;2000;40;Urbana;2
Homem;49;Parda;Fundamental incompleto ou equivalente;600;32;Rural;4
Mulher;32;Parda;Médio completo ou equivalente;300;30;Urbana;3
Mulher;41;Branca;Fundamental incompleto ou equivalente;300;12;Rural;2
Homem;48;Parda;Fundamental incompleto ou equivalente;2200;48;Rural;3
Homem;20;Branca;Fundamental incompleto ou equivalente;1400;44;Urbana;4
Mulher;61;Parda;Fundamental incompleto ou equivalente;200;10;Rural;2
Homem;39;Preta;Fundamental completo ou equivalente;5000;60;Urbana;2
Homem;52;Branca;Fundamental incompleto ou equivalente;1500;40;Urbana;2
Homem;33;Parda;Médio completo ou equivalente;2000;30;Urbana;4
Homem;37;Branca;Médio completo ou equivalente;3500;44;Urbana;3
Mulher;30;Parda;Médio completo ou equivalente;1045;35;Urbana;4
Mulher;47;Parda;Superior completo;3000;40;Urbana;2
Mulher;42;Parda;Médio incompleto ou equivalente;1095;42;Urbana;3
Homem;37;Branca;Médio completo ou equivalente;1500;40;Urbana;4
Mulher;44;Preta;Superior completo;10350;50;Urbana;1
Homem;37;Parda;Fundamental incompleto ou equivalente;1045;48;Urbana;3
Mulher;28;Parda;Superior completo;1600;8;Urbana;3
Homem;27;Branca;Médio completo ou equivalente;3100;40;Urbana;2
Mulher;35;Parda;Fundamental completo ou equivalente;100;12;Urbana;2
Homem;48;Branca;Superior completo;3500;42;Urbana;3
Mulher;42;Preta;Médio completo ou equivalente;1500;30;Urbana;3
Homem;46;Parda;Fundamental completo ou equivalente;1545;56;Urbana;5
Mulher;44;Parda;Superior completo;500;32;Urbana;1
Homem;32;Parda;Superior completo;1800;36;Urbana;3
Homem;30;Parda;Fundamental incompleto ou equivalente;1025;35;Rural;5
Homem;52;Parda;Fundamental incompleto ou equivalente;150;20;Urbana;1
Homem;43;Branca;Médio completo ou equivalente;500;50;Urbana;4
Homem;21;Parda;Médio incompleto ou equivalente;1300;48;Urbana;3
Homem;60;Parda;Fundamental incompleto ou equivalente;1045;40;Rural;1
Homem;24;Preta;Superior completo;1100;40;Urbana;2
Homem;34;Parda;Superior completo;5000;40;Urbana;3
Homem;45;Branca;Superior completo;8700;40;Urbana;5
Homem;56;Branca;Superior completo;6000;44;Urbana;2
Homem;54;Branca;Sem instrução e menos de 1 ano de estudo;1400;44;Urbana;1
Homem;54;Preta;Médio completo ou equivalente;2000;30;Urbana;4
Homem;23;Parda;Superior incompleto ou equivalente;500;24;Urbana;3
Homem;57;Branca;Médio completo ou equivalente;4000;40;Urbana;3
Mulher;50;Parda;Superior completo;2000;44;Urbana;3
Homem;42;Parda;Superior completo;1500;30;Urbana;4
Homem;36;Parda;Fundamental completo ou equivalente;300;24;Urbana;4
Mulher;48;Parda;Fundamental incompleto ou equivalente;2200;50;Rural;2
Homem;45;Parda;Fundamental completo ou equivalente;1000;30;Urbana;3
Homem;30;Parda;Superior completo;5000;44;Urbana;2
Homem;40;Branca;Médio completo ou equivalente;2700;44;Urbana;4
Mulher;65;Parda;Fundamental incompleto ou equivalente;2400;40;Urbana;3
Mulher;49;Parda;Fundamental completo ou equivalente;1100;44;Urbana;3
Homem;32;Branca;Médio completo ou equivalente;1500;44;Urbana;2
Homem;61;Branca;Fundamental incompleto ou equivalente;200;98;Rural;3
Homem;57;Parda;Fundamental completo ou equivalente;2500;40;Urbana;4
Homem;45;Parda;Fundamental incompleto ou equivalente;3000;48;Urbana;4
Mulher;46;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;2
Homem;49;Preta;Médio completo ou equivalente;2000;40;Rural;2
Homem;20;Parda;Fundamental completo ou equivalente;1045;44;Rural;5
Mulher;53;Branca;Superior completo;5000;40;Urbana;6
Mulher;24;Parda;Médio completo ou equivalente;300;20;Urbana;4
Homem;46;Branca;Superior incompleto ou equivalente;2000;55;Urbana;3
Mulher;60;Parda;Superior completo;2080;40;Rural;6
Homem;25;Parda;Médio completo ou equivalente;1100;36;Urbana;3
Mulher;24;Branca;Superior completo;2500;40;Urbana;5
Homem;58;Branca;Fundamental incompleto ou equivalente;600;40;Rural;3
Homem;24;Parda;Médio completo ou equivalente;1500;28;Rural;3
Homem;22;Parda;Fundamental incompleto ou equivalente;800;40;Rural;7
Homem;46;Branca;Superior incompleto ou equivalente;8000;30;Urbana;4
Mulher;42;Branca;Médio completo ou equivalente;1500;40;Urbana;3
Homem;26;Branca;Médio completo ou equivalente;2000;44;Urbana;2
Homem;62;Branca;Fundamental incompleto ou equivalente;700;40;Rural;3
Homem;47;Parda;Fundamental incompleto ou equivalente;300;12;Urbana;3
Mulher;28;Parda;Superior completo;1995;40;Urbana;4
Homem;36;IndÃ­gena;Médio completo ou equivalente;1600;44;Urbana;5
Homem;54;Parda;Fundamental incompleto ou equivalente;800;40;Rural;6
Homem;40;Parda;Médio completo ou equivalente;1045;44;Urbana;5
Mulher;24;Branca;Superior incompleto ou equivalente;1300;40;Urbana;3
Homem;49;Preta;Fundamental incompleto ou equivalente;800;48;Urbana;3
Homem;16;Branca;Fundamental completo ou equivalente;600;20;Urbana;4
Homem;26;Branca;Médio completo ou equivalente;500;40;Urbana;4
Homem;22;Branca;Superior incompleto ou equivalente;300;20;Urbana;2
Homem;43;Preta;Médio completo ou equivalente;1500;40;Urbana;4
Homem;27;Parda;Médio completo ou equivalente;2200;60;Rural;4
Homem;39;Parda;Fundamental incompleto ou equivalente;2000;44;Urbana;5
Homem;51;Preta;Médio completo ou equivalente;6000;44;Urbana;3
Homem;45;Parda;Fundamental completo ou equivalente;1600;40;Urbana;4
Homem;42;Parda;Fundamental incompleto ou equivalente;2000;40;Rural;5
Mulher;42;Branca;Fundamental completo ou equivalente;1300;40;Urbana;2
Mulher;22;Branca;Médio completo ou equivalente;800;24;Rural;7
Mulher;62;Branca;Fundamental incompleto ou equivalente;2000;50;Urbana;1
Mulher;42;Branca;Superior completo;1500;10;Urbana;5
Homem;40;Parda;Médio completo ou equivalente;1750;60;Rural;4
Homem;50;Parda;Fundamental incompleto ou equivalente;1500;40;Urbana;2
Homem;76;Amarela;Fundamental incompleto ou equivalente;2500;20;Urbana;5
Mulher;47;Parda;Médio completo ou equivalente;1400;42;Urbana;3
Homem;32;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;4
Homem;58;Parda;Fundamental incompleto ou equivalente;1900;44;Urbana;2
Homem;44;Parda;Fundamental incompleto ou equivalente;200;24;Rural;5
Mulher;18;Parda;Fundamental incompleto ou equivalente;120;36;Rural;4
Homem;48;Parda;Médio incompleto ou equivalente;1045;40;Urbana;4
Homem;31;Parda;Médio completo ou equivalente;1200;40;Rural;4
Homem;23;Branca;Médio completo ou equivalente;600;40;Urbana;4
Homem;54;Branca;Fundamental incompleto ou equivalente;1300;42;Rural;1
Mulher;35;Parda;Superior incompleto ou equivalente;1400;44;Urbana;2
Mulher;49;Branca;Fundamental incompleto ou equivalente;1045;40;Urbana;3
Mulher;47;Parda;Superior completo;800;40;Urbana;2
Mulher;29;Branca;Superior completo;2700;25;Urbana;4
Homem;32;Parda;Médio completo ou equivalente;1100;48;Rural;3
Homem;26;Parda;Superior completo;1045;40;Urbana;5
Mulher;52;Branca;Médio completo ou equivalente;1500;40;Urbana;2
Homem;56;Parda;Fundamental incompleto ou equivalente;1500;40;Urbana;2
Mulher;40;Parda;Médio completo ou equivalente;1045;44;Urbana;4
Homem;55;Branca;Fundamental completo ou equivalente;1600;40;Urbana;3
Homem;34;Parda;Médio completo ou equivalente;1045;44;Urbana;5
Homem;29;Branca;Fundamental incompleto ou equivalente;1341;40;Urbana;4
Mulher;53;Branca;Médio completo ou equivalente;1300;44;Urbana;1
Homem;31;Branca;Médio incompleto ou equivalente;3000;40;Urbana;3
Homem;38;Parda;Fundamental completo ou equivalente;2000;77;Urbana;2
Mulher;20;Branca;Superior incompleto ou equivalente;1048;20;Urbana;4
Homem;22;Parda;Médio completo ou equivalente;480;24;Urbana;2
Homem;25;Parda;Médio completo ou equivalente;250;36;Rural;2
Homem;28;Preta;Superior completo;1600;48;Urbana;4
Mulher;33;Branca;Fundamental incompleto ou equivalente;1000;40;Urbana;4
Mulher;55;Parda;Médio completo ou equivalente;2500;30;Urbana;3
Mulher;27;Parda;Médio incompleto ou equivalente;1386;48;Urbana;1
Mulher;39;Parda;Fundamental incompleto ou equivalente;720;24;Urbana;6
Mulher;54;Branca;Médio completo ou equivalente;2000;30;Urbana;2
Mulher;41;Branca;Médio completo ou equivalente;500;15;Urbana;4
Homem;38;Branca;Médio completo ou equivalente;2500;40;Rural;3
Homem;27;Parda;Médio completo ou equivalente;400;16;Rural;3
Homem;35;Parda;Médio completo ou equivalente;2500;44;Urbana;4
Homem;27;Branca;Médio completo ou equivalente;1500;48;Rural;4
Mulher;31;Branca;Médio completo ou equivalente;500;30;Urbana;5
Mulher;45;Parda;Fundamental incompleto ou equivalente;160;8;Rural;7
Mulher;26;Branca;Superior incompleto ou equivalente;1600;40;Urbana;2
Homem;34;Parda;Médio completo ou equivalente;500;50;Urbana;4
Homem;62;Branca;Superior completo;3500;30;Urbana;2
Homem;48;Parda;Fundamental incompleto ou equivalente;800;24;Urbana;5
Homem;24;Parda;Médio completo ou equivalente;920;40;Urbana;8
Mulher;48;Parda;Superior completo;3100;36;Urbana;5
Homem;78;Branca;Sem instrução e menos de 1 ano de estudo;2000;48;Rural;3
Mulher;40;Preta;Superior completo;4000;30;Urbana;3
Mulher;61;Parda;Superior incompleto ou equivalente;4000;50;Urbana;3
Homem;27;Parda;Médio completo ou equivalente;900;45;Rural;3
Homem;20;Branca;Superior incompleto ou equivalente;1600;45;Urbana;1
Homem;26;Branca;Médio incompleto ou equivalente;1500;44;Rural;3
Mulher;22;Branca;Superior incompleto ou equivalente;400;20;Urbana;2
Homem;22;Parda;Médio completo ou equivalente;200;20;Rural;2
Mulher;52;Branca;Superior completo;7000;40;Urbana;6
Mulher;58;Branca;Superior completo;6000;44;Urbana;3
Homem;53;Branca;Médio completo ou equivalente;1300;40;Urbana;2
Mulher;28;Parda;Superior completo;1000;20;Rural;3
Mulher;28;Parda;Médio completo ou equivalente;200;16;Urbana;9
Homem;35;Branca;Superior completo;5000;50;Urbana;2
Homem;44;Branca;Superior completo;2000;40;Urbana;4
Mulher;32;Branca;Superior completo;1045;44;Urbana;4
Homem;18;Parda;Fundamental incompleto ou equivalente;1000;44;Urbana;2
Homem;39;Parda;Sem instrução e menos de 1 ano de estudo;850;20;Urbana;4
Homem;27;Parda;Médio completo ou equivalente;1045;44;Urbana;4
Homem;54;Branca;Superior incompleto ou equivalente;4000;40;Rural;1
Homem;63;Parda;Fundamental completo ou equivalente;1200;50;Rural;2
Mulher;32;Parda;Superior incompleto ou equivalente;1800;44;Rural;4
Homem;23;Parda;Médio incompleto ou equivalente;1350;60;Rural;3
Homem;26;Branca;Médio completo ou equivalente;300;40;Rural;5
Homem;47;Branca;Médio incompleto ou equivalente;1045;15;Urbana;5
Homem;47;Branca;Superior completo;12000;50;Urbana;3
Homem;16;Parda;Médio incompleto ou equivalente;800;28;Urbana;4
Homem;37;Parda;Superior completo;20000;40;Urbana;4
Mulher;31;Parda;Médio completo ou equivalente;2500;40;Urbana;5
Mulher;59;Branca;Fundamental incompleto ou equivalente;1045;44;Urbana;2
Homem;53;Branca;Fundamental incompleto ou equivalente;2600;44;Rural;2
Homem;34;Parda;Superior completo;1800;20;Urbana;4
Mulher;43;Parda;Fundamental incompleto ou equivalente;1045;40;Urbana;4
Homem;29;Parda;Fundamental incompleto ou equivalente;2600;44;Urbana;3
Homem;50;Parda;Médio completo ou equivalente;600;16;Urbana;2
Homem;54;Parda;Superior completo;10000;30;Urbana;4
Homem;21;Parda;Médio completo ou equivalente;1045;44;Urbana;5
Mulher;36;Parda;Médio completo ou equivalente;250;45;Urbana;3
Homem;29;Branca;Médio completo ou equivalente;3000;48;Urbana;3
Homem;44;Preta;Médio completo ou equivalente;800;24;Rural;6
Homem;44;Branca;Fundamental incompleto ou equivalente;2000;45;Urbana;3
Homem;37;Branca;Médio completo ou equivalente;1800;40;Urbana;2
Homem;69;Parda;Superior completo;28000;40;Urbana;3
Homem;54;Parda;Superior completo;5500;45;Urbana;2
Homem;51;Branca;Fundamental incompleto ou equivalente;1045;45;Rural;4
Homem;17;Branca;Médio incompleto ou equivalente;500;20;Urbana;3
Mulher;72;Branca;Fundamental incompleto ou equivalente;1045;36;Urbana;2
Homem;66;Parda;Fundamental incompleto ou equivalente;2500;40;Urbana;2
Homem;57;Parda;Médio completo ou equivalente;570;43;Urbana;2
Mulher;53;Branca;Superior completo;2500;48;Urbana;4
Homem;37;Parda;Fundamental incompleto ou equivalente;200;30;Rural;3
Homem;54;Parda;Fundamental incompleto ou equivalente;350;40;Rural;6
Homem;44;Parda;Fundamental incompleto ou equivalente;1045;44;Rural;4
Homem;63;Parda;Sem instrução e menos de 1 ano de estudo;75;20;Rural;5
Mulher;23;Branca;Superior incompleto ou equivalente;1200;44;Urbana;2
Homem;34;Parda;Fundamental incompleto ou equivalente;600;16;Rural;5
Mulher;33;Preta;Médio completo ou equivalente;400;10;Urbana;4
Homem;52;Branca;Fundamental incompleto ou equivalente;1900;40;Urbana;6
Homem;27;Parda;Fundamental incompleto ou equivalente;2000;48;Rural;3
Mulher;28;Branca;Médio completo ou equivalente;300;18;Urbana;5
Homem;23;Parda;Médio incompleto ou equivalente;1200;40;Rural;3
Homem;44;Branca;Médio completo ou equivalente;2090;48;Rural;4
Mulher;39;Branca;Superior completo;3000;40;Urbana;2
Mulher;45;Branca;Fundamental incompleto ou equivalente;1300;44;Urbana;2
Mulher;36;Parda;Superior completo;4500;44;Urbana;4
Mulher;40;Branca;Fundamental completo ou equivalente;1000;40;Urbana;4
Homem;43;Branca;Médio completo ou equivalente;2400;44;Urbana;4
Mulher;57;Parda;Fundamental incompleto ou equivalente;175;25;Rural;4
Homem;19;Branca;Médio completo ou equivalente;2200;44;Urbana;3
Homem;54;Branca;Fundamental completo ou equivalente;522;40;Urbana;4
Mulher;52;Preta;Médio completo ou equivalente;1100;48;Urbana;2
Homem;70;Branca;Médio completo ou equivalente;10000;20;Urbana;1
Homem;56;Parda;Fundamental incompleto ou equivalente;1200;44;Rural;1
Mulher;32;Parda;Fundamental completo ou equivalente;700;40;Urbana;4
Homem;36;Branca;Fundamental incompleto ou equivalente;800;20;Rural;4
Mulher;46;Branca;Superior incompleto ou equivalente;320;9;Urbana;4
Mulher;23;Branca;Médio completo ou equivalente;120;5;Rural;9
Homem;48;Branca;Médio completo ou equivalente;2000;44;Urbana;3
Homem;68;Branca;Fundamental incompleto ou equivalente;1400;40;Urbana;2
Homem;25;Branca;Médio completo ou equivalente;1200;40;Urbana;4
Homem;22;Branca;Médio completo ou equivalente;1045;45;Urbana;3
Homem;36;Parda;Superior completo;1100;40;Rural;3
Homem;29;Branca;Superior completo;5000;44;Urbana;3
Homem;59;Branca;Médio completo ou equivalente;700;40;Urbana;3
Mulher;29;Preta;Superior incompleto ou equivalente;1200;20;Urbana;5
Homem;43;Parda;Superior completo;2000;48;Urbana;3
Mulher;46;Parda;Fundamental incompleto ou equivalente;800;24;Urbana;3
Mulher;28;Parda;Médio incompleto ou equivalente;1100;40;Rural;4
Mulher;36;Branca;Médio incompleto ou equivalente;200;44;Urbana;2
Mulher;42;Preta;Fundamental completo ou equivalente;1045;40;Urbana;1
Homem;45;Branca;Superior completo;1600;30;Urbana;5
Homem;69;Branca;Superior completo;2500;50;Urbana;2
Mulher;55;Parda;Superior completo;2000;60;Urbana;5
Mulher;58;Parda;Fundamental incompleto ou equivalente;1400;30;Urbana;2
Mulher;22;Branca;Superior completo;600;30;Urbana;4
Homem;22;Parda;Médio incompleto ou equivalente;700;48;Rural;2
Homem;20;Branca;Médio completo ou equivalente;1300;44;Urbana;2
Homem;23;Parda;Médio incompleto ou equivalente;400;40;Urbana;5
Homem;27;Parda;Médio completo ou equivalente;1300;44;Urbana;3
Mulher;38;Parda;Superior completo;5000;40;Urbana;3
Homem;55;Branca;Médio completo ou equivalente;5000;70;Rural;2
Mulher;36;Branca;Médio completo ou equivalente;250;40;Urbana;3
Homem;29;Branca;Médio completo ou equivalente;500;10;Urbana;4
Homem;19;Branca;Médio completo ou equivalente;1200;48;Urbana;5
Mulher;46;Branca;Fundamental incompleto ou equivalente;3000;40;Rural;3
Mulher;39;Branca;Médio completo ou equivalente;2400;40;Urbana;4
Homem;50;Parda;Fundamental incompleto ou equivalente;1045;48;Rural;4
Homem;59;Branca;Médio completo ou equivalente;2000;28;Urbana;2
Homem;38;Parda;Fundamental incompleto ou equivalente;1200;44;Rural;4
Homem;36;Parda;Médio incompleto ou equivalente;900;10;Urbana;6
Mulher;23;Parda;Superior completo;1000;30;Urbana;3
Homem;49;Parda;Fundamental incompleto ou equivalente;500;30;Rural;6
Homem;59;Preta;Fundamental incompleto ou equivalente;400;20;Urbana;2
Homem;24;Parda;Médio completo ou equivalente;1200;40;Rural;3
Homem;50;Branca;Médio incompleto ou equivalente;1500;50;Urbana;6
Mulher;31;Branca;Superior completo;3000;40;Urbana;3
Homem;62;Parda;Médio completo ou equivalente;1600;44;Urbana;1
Homem;61;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;4
Homem;43;Parda;Superior completo;6000;60;Urbana;3
Homem;39;Branca;Médio completo ou equivalente;1300;44;Urbana;3
Homem;42;Branca;Superior completo;8000;44;Urbana;3
Homem;21;Branca;Fundamental incompleto ou equivalente;1200;44;Urbana;8
Homem;44;Branca;Superior completo;3000;44;Urbana;3
Homem;39;Parda;Médio incompleto ou equivalente;2500;45;Rural;5
Mulher;37;Branca;Médio completo ou equivalente;2000;44;Urbana;4
Mulher;54;Branca;Superior completo;1800;20;Urbana;3
Homem;50;Branca;Superior completo;15000;44;Urbana;4
Homem;41;Parda;Fundamental incompleto ou equivalente;1500;50;Urbana;4
Homem;36;Parda;Superior completo;1500;48;Urbana;4
Mulher;27;Branca;Médio completo ou equivalente;300;20;Rural;2
Homem;40;Branca;Fundamental completo ou equivalente;2300;44;Rural;4
Mulher;47;Branca;Fundamental incompleto ou equivalente;1045;40;Urbana;7
Mulher;27;Branca;Superior completo;3500;30;Urbana;5
Homem;20;Parda;Médio completo ou equivalente;1045;48;Urbana;3
Mulher;32;Branca;Superior completo;1500;44;Urbana;2
Mulher;50;Branca;Superior completo;5000;45;Urbana;4
Homem;32;Branca;Médio incompleto ou equivalente;800;45;Rural;2
Mulher;33;Parda;Superior incompleto ou equivalente;1045;35;Urbana;3
Mulher;22;Preta;Superior incompleto ou equivalente;530;30;Urbana;3
Mulher;20;Branca;Médio completo ou equivalente;1045;40;Urbana;5
